employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
1488,45,Female,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Linux, Docker, AWS with 2 years of experience.","Azure, Linux, Docker, AWS","We are hiring a Cloud Engineer with experience in Terraform, AWS, Azure. Candidate should have strong problem-solving skills.","Terraform, AWS, Azure",2,497136,2,5,4,5,5,10,0,0,1,Yes,Frequently,Mumbai,Yes
1489,21,Female,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, PyTorch, AWS, Python with 8 years of experience.","TensorFlow, PyTorch, AWS, Python","We are hiring a Machine Learning Engineer with experience in Deep Learning, TensorFlow, PyTorch. Candidate should have strong problem-solving skills.","Deep Learning, TensorFlow, PyTorch",8,1051450,3,5,2,3,1,6,6,2,3,Yes,Frequently,Hyderabad,No
1490,35,Male,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Deep Learning, TensorFlow, AWS with 6 years of experience.","PyTorch, Deep Learning, TensorFlow, AWS","We are hiring a Machine Learning Engineer with experience in TensorFlow, Deep Learning, AWS. Candidate should have strong problem-solving skills.","TensorFlow, Deep Learning, AWS",6,924249,4,5,5,1,3,7,4,2,4,No,Frequently,Pune,No
1491,39,Female,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Azure, Docker, Linux with 3 years of experience.","Terraform, Azure, Docker, Linux","We are hiring a Cloud Engineer with experience in Terraform, AWS, Docker. Candidate should have strong problem-solving skills.","Terraform, AWS, Docker",3,585001,3,3,4,3,4,3,4,2,0,Yes,Frequently,Delhi,Yes
1492,36,Male,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, Terraform, Docker, AWS with 1 years of experience.","Linux, Terraform, Docker, AWS","We are hiring a Cloud Engineer with experience in Docker, Linux, Terraform. Candidate should have strong problem-solving skills.","Docker, Linux, Terraform",1,432878,5,2,5,2,2,10,2,2,2,Yes,Rarely,Ahmedabad,Yes
1493,31,Female,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, PyTorch, Python, AWS with 11 years of experience.","Deep Learning, PyTorch, Python, AWS","We are hiring a Machine Learning Engineer with experience in Python, TensorFlow, PyTorch. Candidate should have strong problem-solving skills.","Python, TensorFlow, PyTorch",11,1349981,3,1,1,2,4,7,4,4,2,No,No Travel,Pune,No
1494,34,Male,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Git, Python, C++, SQL with 8 years of experience.","Git, Python, C++, SQL","We are hiring a Software Engineer with experience in SQL, Python, Java. Candidate should have strong problem-solving skills.","SQL, Python, Java",8,1068774,1,1,3,1,3,6,7,6,4,Yes,Rarely,Mumbai,No
1495,43,Male,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in Django, MongoDB, Python, Flask with 6 years of experience.","Django, MongoDB, Python, Flask","We are hiring a Backend Developer with experience in MongoDB, Django, Docker. Candidate should have strong problem-solving skills.","MongoDB, Django, Docker",6,886860,2,3,2,1,3,4,2,0,2,Yes,Frequently,Bangalore,Yes
1496,38,Male,B.Tech,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, Django, Python, REST API with 9 years of experience.","Flask, Django, Python, REST API","We are hiring a Backend Developer with experience in REST API, Django, Python. Candidate should have strong problem-solving skills.","REST API, Django, Python",9,1164333,5,5,1,3,3,5,10,1,3,No,No Travel,Pune,No
1497,36,Male,MCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, AWS, TensorFlow, Deep Learning with 6 years of experience.","PyTorch, AWS, TensorFlow, Deep Learning","We are hiring a Machine Learning Engineer with experience in Python, AWS, TensorFlow. Candidate should have strong problem-solving skills.","Python, AWS, TensorFlow",6,820204,2,2,5,1,4,2,3,1,0,No,Rarely,Pune,Yes
1498,24,Male,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in Pandas, SQL, Python, NumPy with 4 years of experience.","Pandas, SQL, Python, NumPy","We are hiring a Data Scientist with experience in NumPy, SQL, Machine Learning. Candidate should have strong problem-solving skills.","NumPy, SQL, Machine Learning",4,762181,4,3,4,3,5,5,1,1,0,Yes,Frequently,Bangalore,No
1499,31,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in REST API, NodeJS, React, ExpressJS with 0 years of experience.","REST API, NodeJS, React, ExpressJS","We are hiring a Full Stack Developer with experience in ExpressJS, REST API, NodeJS. Candidate should have strong problem-solving skills.","ExpressJS, REST API, NodeJS",0,328341,4,4,1,2,3,6,0,0,0,Yes,Frequently,Ahmedabad,No
1500,28,Male,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, Docker, AWS with 4 years of experience.","Linux, Kubernetes, Docker, AWS","We are hiring a DevOps Engineer with experience in Linux, Docker, CI/CD. Candidate should have strong problem-solving skills.","Linux, Docker, CI/CD",4,678901,1,5,4,3,2,1,1,1,1,Yes,Frequently,Ahmedabad,No
1501,22,Male,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Terraform, Linux, AWS with 6 years of experience.","Docker, Terraform, Linux, AWS","We are hiring a Cloud Engineer with experience in Linux, Terraform, Docker. Candidate should have strong problem-solving skills.","Linux, Terraform, Docker",6,923401,3,4,3,3,3,6,7,2,0,Yes,Frequently,Hyderabad,No
1502,35,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, REST API, ExpressJS, NodeJS with 11 years of experience.","React, REST API, ExpressJS, NodeJS","We are hiring a Full Stack Developer with experience in REST API, React, NodeJS. Candidate should have strong problem-solving skills.","REST API, React, NodeJS",11,1323308,4,5,1,4,4,5,7,1,1,Yes,Rarely,Bangalore,No
1503,25,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, REST API, MongoDB, React with 0 years of experience.","NodeJS, REST API, MongoDB, React","We are hiring a Full Stack Developer with experience in REST API, MongoDB, React. Candidate should have strong problem-solving skills.","REST API, MongoDB, React",0,302348,3,3,3,5,5,1,1,1,1,No,No Travel,Delhi,Yes
1504,30,Male,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, PyTorch, Deep Learning, AWS with 6 years of experience.","Python, PyTorch, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in Python, TensorFlow, Deep Learning. Candidate should have strong problem-solving skills.","Python, TensorFlow, Deep Learning",6,874922,3,4,3,3,5,9,0,0,0,Yes,Frequently,Ahmedabad,No
1505,39,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Flask, Docker, MongoDB with 6 years of experience.","REST API, Flask, Docker, MongoDB","We are hiring a Backend Developer with experience in Docker, Python, REST API. Candidate should have strong problem-solving skills.","Docker, Python, REST API",6,845363,2,2,2,2,4,5,7,5,4,Yes,Rarely,Mumbai,Yes
1506,41,Female,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, Linux, CI/CD, Docker with 10 years of experience.","Kubernetes, Linux, CI/CD, Docker","We are hiring a DevOps Engineer with experience in CI/CD, Kubernetes, Docker. Candidate should have strong problem-solving skills.","CI/CD, Kubernetes, Docker",10,1272243,2,1,1,3,4,0,1,0,1,No,Rarely,Mumbai,No
1507,32,Male,MCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, React, NodeJS, MongoDB with 9 years of experience.","ExpressJS, React, NodeJS, MongoDB","We are hiring a Full Stack Developer with experience in React, MongoDB, ExpressJS. Candidate should have strong problem-solving skills.","React, MongoDB, ExpressJS",9,1196939,3,1,5,1,3,3,9,3,0,No,Frequently,Delhi,No
1508,31,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Python, AWS, Deep Learning with 6 years of experience.","PyTorch, Python, AWS, Deep Learning","We are hiring a Machine Learning Engineer with experience in TensorFlow, PyTorch, AWS. Candidate should have strong problem-solving skills.","TensorFlow, PyTorch, AWS",6,944027,4,1,5,3,5,0,6,2,5,No,Frequently,Mumbai,No
1509,41,Female,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Docker, MongoDB, REST API, Flask with 0 years of experience.","Docker, MongoDB, REST API, Flask","We are hiring a Backend Developer with experience in MongoDB, Python, Flask. Candidate should have strong problem-solving skills.","MongoDB, Python, Flask",0,309504,3,4,1,4,2,6,0,0,1,No,No Travel,Ahmedabad,No
1510,25,Female,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, React, HTML, JavaScript with 1 years of experience.","Angular, React, HTML, JavaScript","We are hiring a Frontend Developer with experience in HTML, Bootstrap, CSS. Candidate should have strong problem-solving skills.","HTML, Bootstrap, CSS",1,500679,5,2,1,5,4,9,1,0,0,Yes,No Travel,Mumbai,Yes
1511,24,Female,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, Python, NumPy, Machine Learning with 10 years of experience.","SQL, Python, NumPy, Machine Learning","We are hiring a Data Scientist with experience in SQL, Pandas, Python. Candidate should have strong problem-solving skills.","SQL, Pandas, Python",10,1242580,5,4,4,4,4,1,4,4,3,Yes,Frequently,Hyderabad,Yes
1512,28,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Linux, AWS, Azure with 7 years of experience.","Docker, Linux, AWS, Azure","We are hiring a Cloud Engineer with experience in Azure, Docker, Terraform. Candidate should have strong problem-solving skills.","Azure, Docker, Terraform",7,971412,3,5,4,5,3,9,2,0,0,Yes,Frequently,Hyderabad,No
1513,44,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, Python, SQL, Pandas with 5 years of experience.","NumPy, Python, SQL, Pandas","We are hiring a Data Scientist with experience in TensorFlow, Python, Machine Learning. Candidate should have strong problem-solving skills.","TensorFlow, Python, Machine Learning",5,832220,4,4,5,4,3,3,2,2,0,No,Frequently,Delhi,No
1514,40,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Git, C++, Java with 5 years of experience.","Python, Git, C++, Java","We are hiring a Software Engineer with experience in C++, Java, Git. Candidate should have strong problem-solving skills.","C++, Java, Git",5,798257,5,3,3,2,5,5,3,3,0,Yes,Rarely,Hyderabad,No
1515,45,Female,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Linux, Terraform, AWS with 2 years of experience.","Docker, Linux, Terraform, AWS","We are hiring a Cloud Engineer with experience in Azure, AWS, Linux. Candidate should have strong problem-solving skills.","Azure, AWS, Linux",2,521322,4,1,1,5,5,9,1,0,1,No,No Travel,Bangalore,No
1516,29,Female,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Django, MongoDB, Flask, Docker with 12 years of experience.","Django, MongoDB, Flask, Docker","We are hiring a Backend Developer with experience in REST API, Django, MongoDB. Candidate should have strong problem-solving skills.","REST API, Django, MongoDB",12,1396981,4,3,2,3,2,2,6,5,1,No,No Travel,Ahmedabad,No
1517,37,Female,M.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, Angular, Bootstrap, React with 9 years of experience.","CSS, Angular, Bootstrap, React","We are hiring a Frontend Developer with experience in HTML, React, Angular. Candidate should have strong problem-solving skills.","HTML, React, Angular",9,1153015,5,2,3,1,3,3,9,2,2,No,Frequently,Ahmedabad,No
1518,30,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in AWS, TensorFlow, Deep Learning, PyTorch with 5 years of experience.","AWS, TensorFlow, Deep Learning, PyTorch","We are hiring a Machine Learning Engineer with experience in PyTorch, TensorFlow, Python. Candidate should have strong problem-solving skills.","PyTorch, TensorFlow, Python",5,741717,1,3,4,4,3,9,0,1,1,No,Rarely,Pune,No
1519,41,Female,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in AWS, Python, Deep Learning, PyTorch with 7 years of experience.","AWS, Python, Deep Learning, PyTorch","We are hiring a Machine Learning Engineer with experience in Deep Learning, TensorFlow, PyTorch. Candidate should have strong problem-solving skills.","Deep Learning, TensorFlow, PyTorch",7,991085,1,5,4,2,2,9,4,4,0,Yes,Frequently,Bangalore,No
1520,43,Male,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, CI/CD, AWS, Docker with 6 years of experience.","Kubernetes, CI/CD, AWS, Docker","We are hiring a DevOps Engineer with experience in AWS, Docker, Linux. Candidate should have strong problem-solving skills.","AWS, Docker, Linux",6,879862,4,4,5,5,1,5,0,1,1,No,Rarely,Pune,No
1521,27,Male,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, SQL, TensorFlow, Pandas with 9 years of experience.","Machine Learning, SQL, TensorFlow, Pandas","We are hiring a Data Scientist with experience in SQL, TensorFlow, Python. Candidate should have strong problem-solving skills.","SQL, TensorFlow, Python",9,1176525,3,3,2,1,5,1,8,1,8,Yes,No Travel,Delhi,Yes
1522,30,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, Deep Learning, PyTorch, Python with 8 years of experience.","TensorFlow, Deep Learning, PyTorch, Python","We are hiring a Machine Learning Engineer with experience in Python, AWS, PyTorch. Candidate should have strong problem-solving skills.","Python, AWS, PyTorch",8,1093422,5,1,1,3,1,0,3,2,3,No,Frequently,Bangalore,Yes
1523,45,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in AWS, CI/CD, Kubernetes, Linux with 2 years of experience.","AWS, CI/CD, Kubernetes, Linux","We are hiring a DevOps Engineer with experience in Docker, Linux, CI/CD. Candidate should have strong problem-solving skills.","Docker, Linux, CI/CD",2,534660,2,1,3,3,2,9,1,0,0,No,Rarely,Hyderabad,No
1524,31,Male,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, AWS, CI/CD, Linux with 0 years of experience.","Kubernetes, AWS, CI/CD, Linux","We are hiring a DevOps Engineer with experience in Docker, Linux, CI/CD. Candidate should have strong problem-solving skills.","Docker, Linux, CI/CD",0,352867,3,3,1,1,4,0,0,0,0,No,Rarely,Pune,No
1525,24,Male,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, CSS, HTML, React with 2 years of experience.","Bootstrap, CSS, HTML, React","We are hiring a Frontend Developer with experience in Angular, JavaScript, Bootstrap. Candidate should have strong problem-solving skills.","Angular, JavaScript, Bootstrap",2,478173,1,4,4,1,3,8,0,1,1,No,Rarely,Hyderabad,No
1526,22,Female,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, AWS, PyTorch, Python with 2 years of experience.","Deep Learning, AWS, PyTorch, Python","We are hiring a Machine Learning Engineer with experience in Deep Learning, PyTorch, TensorFlow. Candidate should have strong problem-solving skills.","Deep Learning, PyTorch, TensorFlow",2,562422,3,5,3,4,1,8,0,1,0,No,Rarely,Hyderabad,No
1527,32,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, Kubernetes, Docker, AWS with 9 years of experience.","CI/CD, Kubernetes, Docker, AWS","We are hiring a DevOps Engineer with experience in Docker, Kubernetes, AWS. Candidate should have strong problem-solving skills.","Docker, Kubernetes, AWS",9,1112256,1,3,5,5,2,8,1,1,0,No,No Travel,Delhi,No
1528,30,Female,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in AWS, Python, PyTorch, Deep Learning with 6 years of experience.","AWS, Python, PyTorch, Deep Learning","We are hiring a Machine Learning Engineer with experience in AWS, TensorFlow, Deep Learning. Candidate should have strong problem-solving skills.","AWS, TensorFlow, Deep Learning",6,826768,2,1,2,1,1,7,4,0,1,Yes,No Travel,Delhi,Yes
1529,43,Male,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Linux, Docker, Terraform, Azure with 8 years of experience.","Linux, Docker, Terraform, Azure","We are hiring a Cloud Engineer with experience in Linux, Docker, Azure. Candidate should have strong problem-solving skills.","Linux, Docker, Azure",8,1087853,5,2,2,5,4,3,6,3,5,Yes,Frequently,Bangalore,No
